CITY,STATE,COUNTRY,GENDER,AGE,MARITAL_STATUS,PROFESSION,REPELLENT_NEGTWEETS,TENT_NEGTWEETS,REPELLENT,TENT
Guangzhou,NA,China,F,21,Married,Other,2,2,TRUE,FALSE
Casper,WY,United States,M,43,Married,Trades,1,8,TRUE,FALSE
Sendai,NA,Japan,M,22,Single,Sales,6,2,FALSE,TRUE
Balneário Camboriú,BR-SC,Brazil,F,48,Married,Executive,3,2,FALSE,TRUE
Jaipur,NA,India,M,25,Single,Other,8,2,FALSE,TRUE
Dresden,NA,Germany,F,29,Single,Other,4,1,FALSE,TRUE
Saarbrücken,NA,Germany,F,37,Unspecified,Other,8,2,FALSE,TRUE
Düsseldorf,NA,Germany,F,27,Single,Hospitality,7,1,FALSE,TRUE
Beijing,NA,China,M,19,Single,Executive,8,1,FALSE,TRUE
Chandigarh,CH,India,M,29,Single,Trades,8,2,FALSE,TRUE
Chandigarh,NA,India,M,50,Unspecified,Other,6,3,FALSE,TRUE
Essen,NA,Germany,M,40,Married,Sales,6,1,FALSE,TRUE
Heihe,NA,China,M,30,Single,Professional,7,1,FALSE,TRUE
Bologna,NA,Italy,F,21,Married,Other,2,4,TRUE,FALSE
Coventry,NA,United Kingdom,F,42,Unspecified,Hospitality,6,0,FALSE,TRUE
Barcelona,B,Spain,M,28,Single,Professional,9,2,FALSE,TRUE
Berlin,NA,Germany,M,41,Married,Other,7,3,FALSE,TRUE
Tours,NA,France,M,23,Single,Other,4,0,FALSE,TRUE
Bellinzona,NA,Switzerland,F,34,Unspecified,Professional,1,11,TRUE,FALSE
Bremen,NA,Germany,F,20,Single,Other,7,1,FALSE,TRUE
Cheney,WA,United States,F,43,Married,Other,7,1,FALSE,TRUE
Kyoto,NA,Japan,M,32,Single,Professional,8,3,FALSE,TRUE
Houston,TX,United States,M,23,Single,Sales,10,1,FALSE,TRUE
Adelaide,SA,Australia,M,29,Single,Other,9,2,FALSE,TRUE
Dübendorf,NA,Switzerland,M,32,Married,Trades,5,2,FALSE,TRUE
Timóteo,BR-MG,Brazil,M,26,Single,Other,9,1,FALSE,TRUE
Mulhouse,NA,France,M,23,Single,Other,7,4,FALSE,TRUE
Guarulhos,BR-SP,Brazil,F,41,Unspecified,Hospitality,2,6,TRUE,FALSE
Heidelberg,NA,Germany,M,39,Married,Other,3,4,TRUE,FALSE
Lambeth,NA,United Kingdom,F,22,Single,Other,9,2,FALSE,TRUE
Perth,WA,Australia,M,34,Married,Other,4,1,FALSE,TRUE
Singapore,Singapore,Singapore,F,45,Unspecified,Hospitality,1,3,TRUE,TRUE
Playa del Carmen,NA,Mexico,F,22,Married,Other,3,2,TRUE,TRUE
São Bernardo do Campo,BR-SP,Brazil,F,34,Married,Other,1,1,TRUE,TRUE
Fuxin,NA,China,F,36,Married,Other,8,2,FALSE,TRUE
Sydney,NSW,Australia,M,27,Single,Other,8,1,FALSE,TRUE
São Paulo,BR-SP,Brazil,F,26,Married,Other,3,8,TRUE,FALSE
Fukuoka,NA,Japan,F,41,Married,Other,6,1,FALSE,TRUE
Salvador,BR-BA,Brazil,M,27,Single,Other,8,3,FALSE,TRUE
Chiba,NA,Japan,F,30,Married,Other,5,1,FALSE,TRUE
Manhattan,KS,United States,M,43,Married,Sales,5,0,FALSE,TRUE
Lethbridge,AB,Canada,F,47,Married,Other,7,0,FALSE,TRUE
Cixi,NA,China,M,26,Single,Sales,10,0,FALSE,TRUE
Komae,NA,Japan,F,27,Single,Other,3,6,TRUE,FALSE
Esbjerg,NA,Denmark,F,29,Married,Retail,2,7,TRUE,FALSE
Grove,OK,United States,F,37,Married,Other,1,7,TRUE,FALSE
Qingdao,NA,China,F,27,Married,Other,2,6,TRUE,FALSE
Sergeant Bluff,IA,United States,F,46,Married,Other,2,6,TRUE,FALSE
Tijuana,NA,Mexico,F,25,Married,Other,2,4,TRUE,FALSE
Würzburg,NA,Germany,F,47,Married,Hospitality,2,8,TRUE,FALSE
Madison,SD,United States,F,54,Married,Other,11,1,FALSE,TRUE
Genève,NA,Switzerland,M,28,Single,Other,4,2,FALSE,TRUE
Las Vegas,NV,United States,F,37,Married,Other,1,5,TRUE,FALSE
Manaus,BR-AM,Brazil,F,23,Single,Other,3,11,TRUE,FALSE
Camborne,NA,United Kingdom,F,31,Single,Retail,0,5,TRUE,FALSE
Southampton,NA,United Kingdom,M,35,Married,Other,5,1,FALSE,TRUE
Tacoma,WA,United States,F,46,Married,Hospitality,7,2,FALSE,TRUE
Eskilstuna,NA,Sweden,F,49,Married,Executive,3,7,TRUE,FALSE
México,NA,Mexico,M,41,Married,Trades,6,1,FALSE,TRUE
Tampa,FL,United States,F,44,Unspecified,Hospitality,5,3,FALSE,TRUE
Denver,CO,United States,M,26,Single,Other,6,2,FALSE,TRUE
Cuernavaca,NA,Mexico,F,40,Married,Other,3,4,TRUE,FALSE
Volta Redonda,BR-RJ,Brazil,M,39,Single,Professional,6,1,FALSE,TRUE
San Nicolás de los Garza,NA,Mexico,M,20,Single,Other,2,1,FALSE,TRUE
Kaufman,TX,United States,F,30,Married,Retail,1,9,TRUE,FALSE
Salt Lake City,UT,United States,F,45,Married,Other,2,5,TRUE,FALSE
Henderson,NV,United States,F,34,Married,Hospitality,1,6,TRUE,FALSE
Qingdao,NA,China,M,27,Single,Other,5,2,FALSE,TRUE
Bromley,NA,United Kingdom,M,26,Single,Trades,6,1,FALSE,TRUE
Singapore,Singapore,Singapore,F,32,Married,Executive,7,0,FALSE,TRUE
Patna,NA,India,F,32,Married,Executive,6,1,FALSE,TRUE
Bonn,NA,Germany,F,30,Married,Other,10,2,FALSE,TRUE
Chelyabinsk,NA,Russia,M,34,Single,Professional,5,1,FALSE,TRUE
Ecatepec,NA,Mexico,F,49,Married,Executive,1,2,TRUE,TRUE
Rouen,NA,France,F,30,Married,Hospitality,0,1,TRUE,TRUE
Augusta,GA,United States,F,41,Married,Other,8,3,FALSE,TRUE
Porto Alegre,BR-RS,Brazil,F,40,Married,Other,1,7,TRUE,FALSE
Novosibirsk,NA,Russia,F,43,Married,Sales,1,7,TRUE,FALSE
Piteå,NA,Sweden,F,27,Married,Other,3,9,TRUE,FALSE
Seattle,WA,United States,M,25,Single,Sales,7,1,FALSE,TRUE
Birmingham,NA,United Kingdom,F,38,Married,Other,1,7,TRUE,FALSE
Lausanne,NA,Switzerland,F,40,Unspecified,Hospitality,8,1,FALSE,TRUE
Citrus Heights,CA,United States,F,22,Single,Hospitality,6,3,FALSE,TRUE
Salvador,BR-BA,Brazil,F,45,Unspecified,Hospitality,3,2,FALSE,TRUE
Perpignan,NA,France,F,49,Married,Hospitality,5,3,FALSE,TRUE
Lausanne,NA,Switzerland,F,45,Unspecified,Hospitality,8,2,FALSE,TRUE
Suwa,NA,Japan,F,34,Single,Retail,2,4,TRUE,FALSE
Brasília,BR-DF,Brazil,F,36,Unspecified,Hospitality,2,8,TRUE,FALSE
Bern,NA,Switzerland,F,31,Married,Hospitality,2,9,TRUE,FALSE
Key Largo,FL,United States,F,36,Married,Other,2,7,TRUE,FALSE
Higashimurayama,NA,Japan,M,29,Single,Professional,7,2,FALSE,TRUE
Hämeenlinna,NA,Finland,M,27,Single,Student,3,1,FALSE,TRUE
Bellinzona,NA,Switzerland,M,29,Single,Trades,6,1,FALSE,TRUE
Salvador,BR-BA,Brazil,M,29,Single,Other,8,2,FALSE,TRUE
Chyofu,NA,Japan,F,39,Unspecified,Other,1,7,TRUE,FALSE
Erfurt,NA,Germany,M,24,Single,Retail,2,3,TRUE,TRUE
Rio de Janeiro,BR-RJ,Brazil,F,40,Married,Other,5,1,FALSE,TRUE
Gmunden,NA,Austria,F,26,Single,Other,10,2,FALSE,TRUE
Frogmore,NA,United Kingdom,F,39,Married,Other,6,1,FALSE,TRUE
Guarulhos,BR-SP,Brazil,M,23,Single,Executive,3,3,TRUE,FALSE
Canberra,ACT,Australia,M,31,Single,Trades,8,2,FALSE,TRUE
Douglasville,GA,United States,M,43,Married,Other,6,0,FALSE,TRUE
Sherbrooke,QC,Canada,M,36,Married,Sales,9,1,FALSE,TRUE
Lyon,NA,France,F,37,Unspecified,Hospitality,10,1,FALSE,TRUE
Banglore,KA,India,M,42,Married,Executive,8,3,FALSE,TRUE
Melk,NA,Austria,F,24,Single,Hospitality,7,2,FALSE,TRUE
Samara,NA,Russia,F,39,Married,Retail,2,9,TRUE,FALSE
Waipahu,HI,United States,F,37,Unspecified,Other,1,1,TRUE,TRUE
Bremen,NA,Germany,M,27,Single,Other,4,2,FALSE,TRUE
Schladming,NA,Austria,M,29,Single,Sales,6,1,FALSE,TRUE
Statesboro,GA,United States,F,39,Married,Executive,1,6,TRUE,FALSE
Bedford,NA,United Kingdom,M,37,Married,Other,4,0,FALSE,TRUE
El Centro,CA,United States,F,32,Married,Other,5,1,FALSE,TRUE
Statesboro,GA,United States,F,41,Married,Executive,3,7,TRUE,FALSE
Oshawa,ON,Canada,M,32,Married,Trades,2,5,TRUE,FALSE
Kotka,NA,Finland,F,23,Single,Other,5,3,FALSE,TRUE
St Paul,MN,United States,M,37,Married,Executive,5,0,FALSE,TRUE
Exeter,NA,United Kingdom,M,25,Single,Student,5,2,FALSE,TRUE
Kelamayi,NA,China,F,27,Single,Retail,10,2,FALSE,TRUE
Halifax,NS,Canada,M,24,Single,Trades,1,2,TRUE,TRUE
Sapporo-shi,???,Japan,M,26,Single,Professional,3,5,TRUE,FALSE
Dijon,NA,France,M,25,Married,Other,10,0,FALSE,TRUE
Coventry,NA,United Kingdom,F,27,Single,Other,5,2,FALSE,TRUE
Canberra,ACT,Australia,M,20,Single,Other,9,1,FALSE,TRUE
Yevatmal,AP,India,F,41,Married,Executive,9,2,FALSE,TRUE
Randers,NA,Denmark,F,45,Married,Executive,2,7,TRUE,FALSE
Toledo,NA,Spain,M,42,Unspecified,Other,7,0,FALSE,TRUE
Brisbane,Qld,Australia,M,31,Single,Trades,7,1,FALSE,TRUE
Sullivan,IL,United States,M,32,Single,Trades,4,0,FALSE,TRUE
Montpellier,NA,France,F,34,Unspecified,Other,10,1,FALSE,TRUE
Boise,ID,United States,F,38,Married,Executive,2,8,TRUE,FALSE
Chicago,IL,United States,F,26,Married,Retail,2,1,TRUE,TRUE
Auburn,WA,United States,F,31,Single,Retail,2,10,TRUE,FALSE
Salisbury,NA,United Kingdom,M,31,Single,Other,5,2,FALSE,TRUE
Esbjerg,NA,Denmark,F,42,Married,Other,5,2,FALSE,TRUE
Ciudad de Madero,NA,Mexico,M,23,Single,Sales,9,2,FALSE,TRUE
Los Angeles,CA,United States,M,22,Single,Other,9,1,FALSE,TRUE
Frogmore,NA,United Kingdom,M,20,Single,Professional,5,0,FALSE,TRUE
Nova Iguaçu,BR-RJ,Brazil,F,39,Married,Other,2,8,TRUE,FALSE
Trail,BC,Canada,F,39,Unspecified,Other,1,0,TRUE,TRUE
Bari,NA,Italy,M,30,Single,Professional,8,0,FALSE,TRUE
Shimla,HP,India,M,20,Single,Other,7,0,FALSE,TRUE
Mumbai,NA,India,M,21,Single,Other,6,2,FALSE,TRUE
Aguascalientes,NA,Mexico,F,31,Married,Other,1,8,TRUE,FALSE
Málaga,NA,Spain,F,37,Married,Other,1,7,TRUE,FALSE
Beijing,NA,China,M,27,Single,Professional,6,1,FALSE,TRUE
Lennoxville,QC,Canada,F,45,Married,Executive,12,2,FALSE,TRUE
Omsk,NA,Russia,F,37,Married,Executive,5,2,FALSE,TRUE
Heidelberg,NA,Germany,M,28,Single,Other,2,2,FALSE,TRUE
Sendai,NA,Japan,M,35,Married,Sales,11,0,FALSE,TRUE
Toronto,ON,Canada,F,31,Married,Retail,0,2,TRUE,FALSE
Amarillo,TX,United States,M,41,Married,Trades,10,2,FALSE,TRUE
Brisbane,Qld,Australia,M,27,Single,Professional,6,0,FALSE,TRUE
Edmonton,AB,Canada,M,26,Single,Professional,7,2,FALSE,TRUE
Ufa,NA,Russia,M,21,Single,Other,7,2,FALSE,TRUE
Arvika,NA,Sweden,F,30,Married,Other,4,2,FALSE,TRUE
Cancún,NA,Mexico,F,49,Married,Executive,6,1,FALSE,TRUE
Honolulu,HI,United States,M,25,Single,Executive,8,1,FALSE,TRUE
Grenoble,NA,France,F,45,Married,Executive,7,3,FALSE,TRUE
Long Beach,CA,United States,F,32,Married,Other,2,3,FALSE,TRUE
Cuernavaca,NA,Mexico,M,34,Single,Executive,5,2,FALSE,TRUE
Elmhurst,IL,United States,F,37,Married,Other,7,0,FALSE,TRUE
Birmingham,NA,United Kingdom,M,27,Single,Sales,4,2,FALSE,TRUE
Chengdu,NA,China,M,24,Single,Professional,5,2,FALSE,TRUE
Genève,NA,Switzerland,F,31,Married,Other,1,5,TRUE,FALSE
Kelamayi,NA,China,M,29,Single,Professional,4,2,FALSE,TRUE
Essen,NA,Germany,M,29,Single,Other,8,2,FALSE,TRUE
Aachen,NA,Germany,M,46,Married,Professional,1,9,TRUE,FALSE
Zacatecas,NA,Mexico,M,38,Married,Executive,1,8,TRUE,FALSE
New Delhi,NA,India,F,38,Married,Other,2,6,TRUE,FALSE
Malmö,NA,Sweden,M,35,Single,Executive,6,1,FALSE,TRUE
Chesterfield,NA,United Kingdom,F,38,Single,Retail,1,8,TRUE,FALSE
Genève,NA,Switzerland,M,28,Single,Executive,9,4,FALSE,TRUE
Cixi,NA,China,M,37,Married,Sales,8,0,FALSE,TRUE
Estacada,OR,United States,F,35,Married,Other,1,7,TRUE,FALSE
Salvador,BR-BA,Brazil,F,34,Married,Other,2,6,TRUE,FALSE
São Gonçalo,BR-RJ,Brazil,F,31,Married,Other,2,7,TRUE,FALSE
Shanghai,NA,China,M,24,Single,Professional,8,2,FALSE,TRUE
Porto Alegre,BR-RS,Brazil,F,41,Married,Other,2,5,TRUE,FALSE
Rennes,NA,France,F,49,Married,Other,3,1,FALSE,TRUE
Patna,NA,India,M,25,Single,Sales,9,2,FALSE,TRUE
Magnitogorsk,NA,Russia,M,20,Single,Trades,5,2,FALSE,TRUE
Basel,NA,Switzerland,F,36,Married,Other,1,4,TRUE,FALSE
Sendai,NA,Japan,M,29,Single,Other,6,3,FALSE,TRUE
Saint Paul,MN,United States,M,43,Married,Executive,8,2,FALSE,TRUE
San Diego,CA,United States,M,26,Single,Other,8,2,FALSE,TRUE
Kitchener,ON,Canada,M,21,Single,Sales,6,1,FALSE,TRUE
Catania,CT,Italy,M,40,Married,Other,3,3,TRUE,TRUE
Portage La Prairie,MB,Canada,M,25,Single,Other,5,1,FALSE,TRUE
Kawasaki,NA,Japan,F,27,Married,Executive,1,6,TRUE,FALSE
Lahti,NA,Finland,F,25,Single,Other,8,1,FALSE,TRUE
Hyderabad,NA,India,M,33,Married,Executive,6,3,FALSE,TRUE
San Jose,CA,United States,F,38,Married,Other,0,1,TRUE,TRUE
Gorakhpur,MH,India,M,28,Single,Executive,7,3,FALSE,TRUE
Changchun,NA,China,M,29,Single,Professional,8,3,FALSE,TRUE
Victoria,BC,Canada,M,23,Single,Other,5,1,FALSE,TRUE
Ciudad de Madero,NA,Mexico,M,23,Single,Sales,7,1,FALSE,TRUE
Grenoble,NA,France,M,21,Single,Other,4,0,FALSE,TRUE
Eindhoven,NA,Netherlands,F,30,Married,Other,1,0,TRUE,TRUE
Yevatmal,AP,India,M,26,Single,Professional,6,2,FALSE,TRUE
Bristol,CT,United States,M,21,Single,Trades,5,1,FALSE,TRUE
Bromley,NA,United Kingdom,M,37,Married,Other,5,2,FALSE,TRUE
Montréal,QC,Canada,F,33,Married,Executive,7,5,FALSE,TRUE
Maanshan,NA,China,F,33,Married,Other,2,0,TRUE,TRUE
Osnabrück,NA,Germany,M,27,Single,Trades,8,1,FALSE,TRUE
Tijuana,NA,Mexico,M,34,Married,Executive,8,0,FALSE,TRUE
Stuttgart,NA,Germany,F,28,Single,Professional,9,0,FALSE,TRUE
Ravenna,RV,Italy,F,33,Married,Other,0,0,TRUE,TRUE
Valencia,NA,Spain,F,33,Married,Other,8,1,FALSE,TRUE
Campos dos Goytacazes,BR-RJ,Brazil,M,24,Single,Trades,9,3,FALSE,TRUE
Papineauville,QC,Canada,F,39,Married,Retail,2,4,TRUE,FALSE
Toulouse,NA,France,F,43,Married,Other,6,3,FALSE,TRUE
Dresden,NA,Germany,M,32,Married,Other,6,2,FALSE,TRUE
Québec,QC,Canada,F,33,Married,Other,1,6,TRUE,FALSE
Auburn,WA,United States,F,39,Married,Other,1,8,TRUE,FALSE
Canberra,ACT,Australia,M,30,Single,Trades,10,1,FALSE,TRUE
Bellinzona,NA,Switzerland,F,39,Married,Other,3,7,TRUE,FALSE
Shimonoseki,NA,Japan,M,26,Single,Other,7,1,FALSE,TRUE
Fuxin,NA,China,M,37,Married,Professional,5,3,FALSE,TRUE
Hanford,CA,United States,F,36,Married,Executive,8,1,FALSE,TRUE
Schoten,NA,Belgium,M,31,Married,Executive,5,2,FALSE,TRUE
Cangzhou,NA,China,F,34,Married,Other,0,1,TRUE,TRUE
Amiens,NA,France,F,33,Married,Retail,3,2,FALSE,TRUE
Lennoxville,QC,Canada,F,32,Single,Other,2,8,TRUE,FALSE
Brisbane,Qld,Australia,M,23,Single,Sales,7,2,FALSE,TRUE
Singapore,Singapore,Singapore,M,36,Married,Sales,8,2,FALSE,TRUE
Fukui,NA,Japan,F,34,Married,Other,0,2,TRUE,TRUE
Sendai,NA,Japan,M,20,Single,Professional,7,0,FALSE,TRUE
Cancún,NA,Mexico,F,24,Single,Other,7,3,FALSE,TRUE
Mclean,VA,United States,M,26,Single,Other,8,2,FALSE,TRUE
Gatineau,QC,Canada,M,26,Single,Trades,8,2,FALSE,TRUE
Kursk,NA,Russia,M,29,Single,Professional,8,3,FALSE,TRUE
Duque de Caxias,BR-RJ,Brazil,M,33,Single,Other,10,2,FALSE,TRUE
Kiel,NA,Germany,F,49,Married,Hospitality,5,0,FALSE,TRUE
Puebla,NA,Mexico,F,32,Married,Executive,9,1,FALSE,TRUE
Liège,NA,Belgium,F,31,Married,Other,2,10,TRUE,FALSE
Shijiazhuang,NA,China,F,33,Married,Executive,4,3,FALSE,TRUE
Kiel,NA,Germany,M,19,Single,Other,4,1,FALSE,TRUE
Salzburg,NA,Austria,M,33,Married,Sales,6,2,FALSE,TRUE
Irapuato,NA,Mexico,M,19,Single,Sales,4,1,FALSE,TRUE
Komae,NA,Japan,F,38,Married,Other,8,1,FALSE,TRUE
Summerville,SC,United States,M,22,Single,Sales,7,0,FALSE,TRUE
Aguascalientes,NA,Mexico,M,28,Single,Other,4,0,FALSE,TRUE
Perugia,PG,Italy,F,26,Single,Other,8,2,FALSE,TRUE
Genève,NA,Switzerland,M,21,Single,Professional,8,2,FALSE,TRUE
Paris,NA,France,M,39,Married,Other,6,3,FALSE,TRUE
New Delhi,DL,India,F,26,Married,Other,2,10,TRUE,FALSE
Bromley,NA,United Kingdom,M,43,Married,Sales,0,7,TRUE,FALSE
Dresden,NA,Germany,F,28,Married,Other,1,8,TRUE,FALSE
Conyers,GA,United States,F,33,Married,Executive,2,1,TRUE,TRUE
Singapore,Singapore,Singapore,F,31,Married,Executive,7,1,FALSE,TRUE
Århus,NA,Denmark,M,41,Single,Sales,7,3,FALSE,TRUE
Rio de Janeiro,BR-RJ,Brazil,F,31,Married,Other,4,8,TRUE,FALSE
Croydon,NA,United Kingdom,F,45,Married,Other,4,1,FALSE,TRUE
Nagaur,RJ,India,M,22,Single,Trades,9,2,FALSE,TRUE
Cangzhou,NA,China,M,34,Unspecified,Sales,8,2,FALSE,TRUE
Erfurt,NA,Germany,M,32,Single,Other,5,2,FALSE,TRUE
Portsmouth,NA,United Kingdom,F,38,Unspecified,Other,1,6,TRUE,FALSE
Navegantes,BR-SC,Brazil,M,38,Married,Sales,7,1,FALSE,TRUE
Sturbridge,MA,United States,M,21,Single,Professional,6,2,FALSE,TRUE
Valencia,NA,Spain,M,36,Married,Executive,5,2,FALSE,TRUE
Marseille,NA,France,M,22,Single,Professional,11,0,FALSE,TRUE
Ronse,NA,Belgium,M,25,Single,Professional,5,1,FALSE,TRUE
Rio de Janeiro,BR-RJ,Brazil,F,26,Single,Professional,9,3,FALSE,TRUE
Firenze,FI,Italy,F,47,Married,Executive,3,2,FALSE,TRUE
Córdoba,NA,Spain,M,20,Single,Student,6,2,FALSE,TRUE
Chyofu,NA,Japan,M,22,Single,Sales,9,0,FALSE,TRUE
Dresden,NA,Germany,M,25,Single,Executive,10,1,FALSE,TRUE
Balneário Camboriú,BR-SC,Brazil,F,36,Married,Other,1,10,TRUE,FALSE
Sydney,NSW,Australia,F,46,Married,Hospitality,1,0,TRUE,TRUE
Sydney,NSW,Australia,F,41,Married,Other,1,7,TRUE,FALSE
Guarulhos,BR-SP,Brazil,M,41,Married,Trades,7,3,FALSE,TRUE
Lübeck,NA,Germany,F,38,Married,Other,9,2,FALSE,TRUE
Valencia,NA,Spain,F,23,Married,Other,4,4,TRUE,FALSE
Loughton,NA,United Kingdom,F,19,Single,Hospitality,6,1,FALSE,TRUE
Vallejo,CA,United States,M,43,Married,Other,7,1,FALSE,TRUE
Melbourne,FL,United States,F,42,Married,Other,6,1,FALSE,TRUE
Saint Petersburg,NA,Russia,M,23,Single,Sales,6,1,FALSE,TRUE
Hampton Bays,NY,United States,M,22,Single,Executive,10,0,FALSE,TRUE
Timóteo,BR-MG,Brazil,M,23,Single,Trades,6,3,FALSE,TRUE
Silkeborg,NA,Denmark,F,19,Single,Other,1,2,TRUE,FALSE
Tampico,NA,Mexico,F,39,Married,Other,1,0,TRUE,TRUE
Milano,MI,Italy,M,27,Single,Other,9,0,FALSE,TRUE
Woodland,WA,United States,F,25,Single,Other,7,1,FALSE,TRUE
Colorado Springs,CO,United States,M,27,Single,Other,7,2,FALSE,TRUE
Komae,NA,Japan,M,19,Single,Student,6,4,FALSE,TRUE
Bossier City,LA,United States,M,50,Married,Other,7,1,FALSE,TRUE
Kawasaki,NA,Japan,F,32,Married,Retail,7,0,FALSE,TRUE
Ulsan,NA,Korea,F,39,Single,Retail,1,5,TRUE,FALSE
Angers,NA,France,M,27,Single,Other,5,0,FALSE,TRUE
Renfrew,ON,Canada,F,29,Married,Retail,2,8,TRUE,FALSE
Shijiazhuang,NA,China,F,37,Married,Other,6,1,FALSE,TRUE
Elgin,IL,United States,M,43,Married,Sales,7,2,FALSE,TRUE
Regina,SK,Canada,F,44,Married,Other,6,1,FALSE,TRUE
Ecatepec,NA,Mexico,F,37,Married,Other,0,7,TRUE,FALSE
Rockville,MD,United States,F,35,Unspecified,Other,0,8,TRUE,FALSE
Guangzhou,NA,China,F,43,Unspecified,Hospitality,2,2,TRUE,TRUE
Alexandria,LA,United States,F,23,Married,Other,2,6,TRUE,FALSE
Toulouse,NA,France,F,37,Unspecified,Hospitality,9,1,FALSE,TRUE
Hamburg,NA,Germany,M,28,Single,Professional,7,0,FALSE,TRUE
São Paulo,BR-SP,Brazil,F,48,Married,Other,2,1,TRUE,TRUE
Niquelândia,BR-GO,Brazil,F,34,Single,Retail,3,3,TRUE,TRUE
Escondido,CA,United States,M,19,Single,Sales,8,3,FALSE,TRUE
Indore,NA,India,M,23,Single,Professional,6,3,FALSE,TRUE
Oldham,NA,United Kingdom,M,27,Single,Trades,7,2,FALSE,TRUE
Würzburg,NA,Germany,F,20,Married,Other,2,5,TRUE,FALSE
Atlanta,GA,United States,M,21,Single,Sales,6,0,FALSE,TRUE
Heihe,NA,China,M,35,Married,Sales,8,1,FALSE,TRUE
Köln,NA,Germany,M,36,Single,Professional,5,3,FALSE,TRUE
Southampton,NA,United Kingdom,F,34,Married,Executive,2,7,TRUE,FALSE
San Luis,NA,Mexico,M,29,Single,Other,7,0,FALSE,TRUE
Düsseldorf,NA,Germany,F,45,Married,Executive,3,1,FALSE,TRUE
Maggie Valley,NC,United States,M,20,Single,Professional,10,1,FALSE,TRUE
Winnipeg,MB,Canada,F,49,Married,Other,0,1,TRUE,TRUE
Aachen,NA,Germany,M,28,Single,Sales,8,2,FALSE,TRUE
Dresden,NA,Germany,M,33,Married,Executive,3,0,FALSE,TRUE
Frogmore,NA,United Kingdom,M,34,Single,Trades,7,2,FALSE,TRUE
Akishima,NA,Japan,F,38,Unspecified,Other,1,8,TRUE,FALSE
Kawasaki,NA,Japan,M,35,Married,Trades,5,2,FALSE,TRUE
Moorestown,NJ,United States,M,25,Single,Sales,6,0,FALSE,TRUE
Graz,NA,Austria,F,25,Married,Other,9,0,FALSE,TRUE
Fussa,NA,Japan,M,21,Single,Student,9,1,FALSE,TRUE
Napoli,NA,Italy,M,37,Married,Sales,5,1,FALSE,TRUE
Warrenton,VA,United States,F,30,Married,Executive,2,1,TRUE,TRUE
Monterey,NA,Mexico,M,31,Married,Other,5,2,FALSE,TRUE
Lowestoft,NA,United Kingdom,M,34,Married,Executive,5,3,FALSE,TRUE
Helsinki,NA,Finland,M,28,Single,Sales,8,2,FALSE,TRUE
Renfrew,ON,Canada,F,36,Single,Retail,1,6,TRUE,FALSE
Rouen,NA,France,F,27,Single,Student,1,6,TRUE,FALSE
Guangzhou,NA,China,F,47,Unspecified,Hospitality,7,3,FALSE,TRUE
Norman,OK,United States,M,25,Single,Other,8,2,FALSE,TRUE
Shanghai,NA,China,F,20,Married,Retail,2,3,TRUE,FALSE
Changchun,NA,China,F,34,Married,Executive,9,1,FALSE,TRUE
Higashimurayama,NA,Japan,F,48,Married,Executive,4,1,FALSE,TRUE
Adelaide,SA,Australia,F,36,Married,Other,1,9,TRUE,FALSE
Ahmedabad,GJ,India,F,51,Married,Other,1,8,TRUE,FALSE
Raleigh,NC,United States,M,31,Married,Other,5,1,FALSE,TRUE
Canberra,ACT,Australia,M,36,Unspecified,Sales,2,3,TRUE,TRUE
Tijuana,NA,Mexico,M,20,Single,Professional,5,3,FALSE,TRUE
Salvador,BR-BA,Brazil,M,24,Single,Sales,4,0,FALSE,TRUE
Kawasaki,NA,Japan,M,36,Married,Executive,7,2,FALSE,TRUE
Sion,NA,Switzerland,F,32,Unspecified,Other,0,4,TRUE,FALSE
Wien,NA,Austria,M,37,Married,Other,5,1,FALSE,TRUE
Chennai,NA,India,M,25,Single,Student,9,2,FALSE,TRUE
Amsterdam,NA,Netherlands,M,39,Married,Executive,3,2,FALSE,TRUE
Baraga,MI,United States,M,19,Single,Other,7,0,FALSE,TRUE
Lowestoft,NA,United Kingdom,M,24,Single,Professional,6,3,FALSE,TRUE
Guadalajara,NA,Mexico,F,38,Married,Executive,0,7,TRUE,FALSE
Yevatmal,AP,India,F,26,Single,Other,9,0,FALSE,TRUE
Sendai,NA,Japan,F,22,Married,Retail,3,7,TRUE,FALSE
Torreón,NA,Mexico,M,33,Single,Sales,5,4,FALSE,TRUE
Brisbane,Qld,Australia,F,24,Single,Other,1,6,TRUE,FALSE
Coventry,NA,United Kingdom,M,52,Married,Other,2,6,TRUE,FALSE
St Petersburg,FL,United States,M,31,Married,Other,3,7,TRUE,FALSE
Blue Ridge,GA,United States,M,43,Married,Retired,1,8,TRUE,FALSE
Köln,NA,Germany,M,26,Single,Other,6,0,FALSE,TRUE
Lappeenranta,NA,Finland,F,21,Single,Other,6,1,FALSE,TRUE
Wandsworth,NA,United Kingdom,M,21,Single,Other,5,1,FALSE,TRUE
Novosibirsk,NA,Russia,F,36,Married,Other,0,4,TRUE,FALSE
Middlesbrough,NA,United Kingdom,M,31,Single,Professional,4,3,FALSE,TRUE
Catania,CT,Italy,F,25,Married,Other,3,8,TRUE,FALSE
Exeter,NA,United Kingdom,F,40,Unspecified,Hospitality,2,9,TRUE,FALSE
Logroño,NA,Spain,F,24,Single,Other,6,1,FALSE,TRUE
Wuhan,NA,China,M,21,Single,Other,7,2,FALSE,TRUE
Brampton,ON,Canada,M,31,Single,Executive,9,2,FALSE,TRUE
